Labels,Document Files,Issue Number,Title,Contributor1,Contributor2
Feature-request,html.md,57520,[html] fold attributes,Park,Heo
Feature-request,html.md,53382,Select to Bracket for HTML tags,Park,Heo
Feature-request,html.md,53163,HTML snippets being suggested in attributes,Park,Heo
Feature-request,html.md,52729,HTML Tags,Park,Heo
Feature-request,settings.md,64488,Need a better grammar support for Rust lang,Lee,Heo
Feature-request,settings.md,49932,Better syntax highlighting for Rust,Lee,Heo
Feature-request,settings.md,45628,Some ideas about rust-lang on VSCode,Lee,Heo
Feature-request,settings.md,64609,automatically place a semicolon after writing a parenthesis instead of inside,Lee,Heo
Feature-request,settings.md,44002,Parenthesis inside of another parenthesis (unnecessary deletion)?,Lee,Heo
Feature-request,settings.md,35799,cant add parenthesis when cursor precedes an existing parenthesis,Lee,Heo
Feature-request,settings.md,37315,Adding close paren inside parent pair overwrites close (right) paren,Lee,Heo
Feature-request,keybindings.md,28042,Add support for more sequential keys for keybinding,Cho,Heo
Feature-request,keybindings.md,6966,enable keychords of 3 steps,Cho,Heo
Feature-request,keybindings.md,65826,Modifying ChordKeybinding to support multiple chords,Cho,Heo
Feature-request,keybindings.md,68863,Modifying ResolvedKeybindingItem to support multiple chords,Cho,Heo
Feature-request,keyboard-shortcuts.md,37549,b?po keyboard layout: cut / copy / paste shortcuts,Park,Heo
Feature-request,keybindings.md,3671,"Add support for ""e.key"" keybindings in extension's `contributes.keybindings`",Park,Heo
Feature-request,keybindings.md,14478,Add support for contextmenu key,Park,Heo
Feature-request,keyboard-shortcuts.md,31074,Keyboard shortcut chords with bare shift,Park,Heo
Feature-request,keyboard-shortcuts.md,68271,"Keyboard shortcut search results for ""focus terminal"" have odd ordering",Park,Heo
Feature-request,settings.md,68372,Align Keybindings editor with Settings editor,Park,Heo
Feature-request,markdown.md,66132,autoclosing markdown preview when closing md file,Park,Heo
Feature-request,markdown.md,32818,Drag markdown preview to New Window,Park,Heo
Feature-request,markdown.md,54776,Option to automatically open markdown in preview,Park,Heo
Bug,markdown.md,39195,Can't scroll a markdown preview using touch,Park,Kwon
Bug,markdown.md,50975,Cannot split editor from markdown preview,Park,Kwon
Feature-request,markdown.md,59483,More Robust Markdown Preview,Park,Kwon
Bug,markdown.md,56910,Markdown: possible to open the same preview in one editor group,Park,Kwon
Feature-request,markdown.md,19339,Markdown Preview: Links to markdown files in the workspace should also open in the preview,Park,Kwon
Feature-request,markdown.md,54675,Opening new files open in Preview pane,Park,Kwon
Bug,markdown.md,42583,Markdown Open preview action is not multi-select aware,Park,Kwon
Feature-request,markdown.md,57979,Improve detection of current Markdown heading,Park,Kwon
Feature-request,markdown.md,53992,"Outline view + Markdown: Do not display the ""#""s",Park,Kwon
Feature-request,markdown.md,65837,[Request Change to Feature] Absolute path for Markdown Preview CSS,Park,Kwon
Feature-request,markdown.md,61898,Preview Mode History,Park,Kwon
Feature-request,settings.md,26339,Add support for local history,Park,Kwon
Feature-request,debugging.md,59585,Request Console History in Debug Mode,Park,Kwon
Feature-request,settings-sync.md,53453,User profile,Lee,Kwon
Feature-request,settings-sync.md,60755,sync my global setting and installed extension with cloud account,Lee,Kwon
Feature-request,settings-sync.md,56850,Sync VSCode Profile to cloud / login,Lee,Kwon
Feature-request,settings-sync.md,49179,Sync VSCode settings and extensions on the cloud,Lee,Kwon
Feature-request,settings-sync.md,59780,Save and sync extensions to the cloud,Lee,Kwon
Feature-request,settings.md,70589,Settings UI is overwhelming for extensions with lots of settings,Park,Kwon
Feature-request,settings.md,68184,Custom comments in Settings UI,Park,Kwon
Feature-request,settings.md,67908,Settings UI: Improve `Edit in settings.json` experience,Park,Kwon
Feature-request,settings.md,65844,configurationDefaults should be removed or migrated into the new settings editor,Park,Kwon
Feature-request,,68133,"Highlight matches in Settings GUI search -> ""Kill terminal"" as last voice of context menu",Park,Kwon
Feature-request,settings.md,64877,Display current value of a property in settings.json,Park,Kwon
Feature-request,settings.md,58995,Settings UI - Not Showing Language Specific fields for TabSize/InsertSpaces,Park,Kwon
Feature-request,tasks.md,70327,"tasks.json ""dependsOn"" property does not resolve variables/commands",Park,Kwon
Feature-request,tasks.md,32879,Enforce Task dependencies,Park,Kwon
Feature-request,tasks.md,70283,Support using background tasks in dependsOn,Park,Kwon
Feature-request,settings.md,70118,default run task,Park,Kwon
Feature-request,tasks.md,32239,Run the default build task from launch configuration,Park,Kwon
Feature-request,multi-root-workspaces.md,35312,Improve Configure Default Build task in multi root setup,Park,Kwon
Bug,tasks.md,37138,Tasks -> Configure Default Build Task does not preserve comments,Park,Kwon
Feature-request,tasks.md,29444,Suggest primary build task,Park,Kwon
Feature-request,tasks.md,47449,Improve `Run [Build] Tasks` command and dialog,Park,Kwon
Feature-request,tasks.md,69785,A task description propery in tasks.json,Park,Kwon
Feature-request,tasks.md,47172,"Show configured tasks in the ""Tasks"" menu",Park,Kwon
Feature-request,tasks.md,47505,"Do not prompt the user to ""Select a task to show its output"" when there is only one task running",Park,Kwon
Feature-request,tasks.md,28235,Provide Task Runner viewlet,Park,Kwon
Feature-request,tasks.md,40508,Tasks: Configure Task opens menu with one item,Park,Kwon
Feature-request,tasks.md,43305,Executing multiple tasks in a single task,Park,Kwon
Feature-request,tasks.md,38969,Change debugging tab to be tasks tab,Park,Kwon
Feature-request,tasks.md,41455,Assign default task to last task I've run,Park,Kwon
Feature-request,tasks.md,1790,"Proposal: Add ""Run Task"" context menu to any "".js"" file containing a ""# task"" pragma comment",Park,Kwon
Feature-request,tasks.md,71635,[Feature] Hide certain package.json scripts from npm scripts explorer,Park,Kwon
Feature-request,tasks.md,49738,Stop script in NPM Script Explorer,Park,Kwon
Bug,settings.md,69555,Run npm scripts in dbclick,Park,Kwon
Feature-request,settings.md,48544,Newly created npm scripts are not picked up by the explorer,Park,Kwon
Bug,tasks.md,65561,"click scripts on ""package.json"" can't run",Park,Kwon
Feature-request,themes.md,28117,[theme] Icon for linked folders & files,Cho,Kwon
Feature-request,themes.md,28877,[themes] Schedule color theme switching (or options in general),Cho,Kwon
Feature-request,themes.md,12225,Change color based on daytim,Cho,Kwon
Feature-request,themes.md,71616,[themes] Debounce color theme selection,Park,Kwon
Feature-request,themes.md,25986,Separate workbench theme and syntax theme,Park,Kwon
Bug,themes.md,67425,Color themes still show in Workbench: Color Theme options after disabling the extension that provides them,Park,Kwon
Bug,themes.md,35585,Installed theme only available in one window,Park,Kwon
Bug,themes.md,67283,Test: Dynamic enablement/disablement of themes,Park,Kwon
Bug,themes.md,67426,Disabling the theme that contains the active theme does not change theme to default,Park,Kwon
Feature-request,themes.md,69193,Changing modified tab circle color,Park,Kwon
Feature-request,themes.md,67434,Dynamic themes: enable a color/icon theme after installation,Park,Kwon
Feature-request,themes.md,65375,Editor tabs colors managers,Park,Kwon
Feature-request,themes.md,62656,[themes] Color adjustments independent of themes,Park,Kwon
Feature-request,themes.md,62104,Add labels/colors for folders,Park,Kwon
Bug,keybindings.md,61136,When there are too many folders in the folder opening the folder will open the wrong folder.,Park,Kwon
Feature-request,themes.md,54597,"[themes] Add a ""Recently Used"" section at the top of the color themes menu",Park,Kwon
Feature-request,themes.md,48982,Allow to change the color of file icons,Park,Kwon
Feature-request,themes.md,26974,Allow extensions to use theme colors,Park,Kwon
Feature-request,themes.md,25633,[theming] when completing color keys in settings fill in current value,Park,Kwon
Feature-request,themes.md,25433,Theme generator: colors for light theme should be used,Park,Kwon
Feature-request,themes.md,17654,Custom coloring for picked color theme,Park,Kwon
Feature-request,settings.md,68970,Find in Folder not working if the folder is excluded in setting,Lee,Kwon
Bug,settings.md,68459,Files to exclude being ignored?,Lee,Kwon
Bug,settings.md,20480,VS Code freezes when removing 'node_modules' folder from external terminal forcing to close?,Lee,Kwon
Feature-request,settings.md,46718,search.exclude does not work for searching symbols across a workspace?,Lee,Kwon
Bug,settings.md,66488,rimraf node_modules?,Lee,Kwon
Bug,settings.md,40898,files.watcherExclude setting is not working in multi-root workspace?,Lee,Kwon
Feature-request,userinterface.md,14909,Support a grid layout for editors,Cho,Kwon
Feature-request,userinterface.md,28965,Allow to split editor vertically via context menu,Cho,Kwon
Feature-request,userinterface.md,17738,Vertically split code editor and integrated terminal,Cho,Kwon
Feature-request,userinterface.md,1749,Support to split editors horizontally,Cho,Kwon
Feature-request,userinterface.md,2105,Max editor count should be configurable,Cho,Kwon
Feature-request,settings.md,64862,Add option to disable intelligent multi-line paste,Lee,Kwon
Bug,settings.md,62974,Multi cursor paste issue?,Lee,Kwon
Bug,settings.md,46440,Pasting a multi-line selection pastes entire selection into every insertion point,Lee,Kwon
Feature-request,settings.md,9285,User configurable menus.,Lee,Kwon
Feature-request,settings.md,9827,Sub menus for Editor Context Menu.,Lee,Kwon
Bug,settings.md,9,Commands in context menu,Lee,Kwon
Bug,settings.md,11625,Sub menus by extensions in explorer context menus,Lee,Kwon
Bug,settings.md,11682,Sub menus by extensions in explorer context menus item menus,Lee,Kwon
Bug,settings.md,12321,Sub menus by extensions in explorer context menus item menus,Lee,Kwon
Feature-request,userinterface.md,69455,Select project folders/subfolders/files in explorer view,Lee,Kwon
Feature-request,userinterface.md,20643,Remember project folders & Support for opening multiple project folders in the same window,Lee,Kwon
Feature-request,settings.md,13641,Make it easier to create new files/folders from the explorer when many files are present,Lee,Kwon
Bug,settings.md,20394,Cannot add folder to root if only folders exist,Lee,Kwon
Bug,settings.md,68199,Create new File / Folder adds input field in wrong tree path,Lee,Kwon
Bug,settings.md,53626,Explorer - Context Menu File Duplicate & New File and Folder in the project root,Lee,Kwon
Feature-request,settings.md,68059,Allow to navigate previous/next file preview,Lee,Kwon
Feature-request,settings.md,54418,Allow to open editor as pinned and preserve current preview editor?,Lee,Kwon
Feature-request,settings.md,8939,Show quick open results as preview while navigating through them,Lee,Kwon
Feature-request,settings.md,64416,Allow only for some editors to open as preview (from SCM),Lee,Kwon
Bug,markdown.md,64937,Markdown preview doesn't remember location,Lee,Kwon
Feature-request,settings.md,2766,Automatically Activate Markdown Preview?,Lee,Kwon
Feature-request,settings.md,54418,Allow to open editor as pinned and preserve current preview editor?,Lee,Kwon
Feature-request,settings.md,63237,preview mode?,Lee,Kwon
Feature-request,settings.md,60027,"Allow disabling ""Replace Preview""",Lee,Kwon
Feature-request,markdown.md,60836,Open corresponding markdown file when click its link in preview mode,Lee,Kwon
Feature-request,settings.md,55283,Setting a breakpoint in a file should take it out of preview mode?,Lee,Kwon
Bug,settings.md,52375,Preview features on Double Click,Lee,Kwon
Bug,settings.md,20819,When in preview mode of a Markdown file keep preview mode when browsing to a link (local at least),Lee,Kwon
Feature-request,markdown.md,42730,Open Preview: support multi selection,Park,Kwon
Feature-request,settings.md,70719,Don't preview files that I open directly,Park,Kwon
Feature-request,settings.md,69968,Support multiple sets of editor groups,Park,Kwon
Feature-request,settings.md,49026,Allow to open an editor into a specific editor group,Park,Kwon
Bug,settings.md,26490,Settings and Keybindings editor do not retain filters when moved across editor groups,Park,Kwon
Feature-request,userinterface.md,69097,File Comparison OS Shell Integration,Lee,Kwon
Feature-request,settings.md,20958,Allow to swap left and right hand side in diff editor?,Lee,Kwon
Bug,settings.md,10193,Unable to edit first file while comparing files,Lee,Kwon
Feature-request,userinterface.md,68543,Compare file(s) between editor windows,Lee,Kwon
Feature-request,userinterface.md,23547,Compare 2 files with multi selection?,Lee,Kwon
Feature-request,userinterface.md,57687,Allow to compare 3 files?,Lee,Kwon
Bug,settings.md,30088,Use?originalEditable?when comparing two files on disk,Lee,Kwon
Bug,settings-sync.md,91395,Settings UI: add separator for sync setting,Park,Kwon
Bug,settings.md,91205,Editor icon does not change when changing from plain text,Park,Kwon
Bug,debugging.md,90965,debug session badge doesn't drop to zero after a debug session ends,Park,Kwon
Bug,debugging.md,90940,Debug badge count doesn't reset when debugging ends,Park,Kwon
Bug,keybindings.md,122141,Keybinding table row flashing background,Heo,
Feature-request,keybindings.md,121673,Specify which extension provides a specific keyboard shortcut,Heo,
Bug,keybindings.md,120180,Keyboard Shortcuts editor: using del-key to remove mouse-selected text when editing When-expression deletes whole shortcut,Heo,
Feature-request,keybindings.md,104966,Can't input backslash.,Heo,
Feature-request,keybindings.md,80181,"Add chords to ""show same keybindings""",Heo,
Feature-request,keybindings.md,49655,"Add theme key for the ""alternating"" row color in keybindings editor/settings UI and change default",Heo,
Feature-request,keybindings.md,78782,Keybindings: provide some guidance on when-clause support,Heo,
Feature-request,keybindings.md,111854,Allow extensions to contribute a default when clause to be used when a user add a key binding for the command,Heo,
Bug,keybindings.md,118134,Updating a keyboard shortcut requires a restart for the visual confirmation on macOS,Heo,
Feature-request,keybindings.md,40389,Keybindings aren't respecting when clause when showing shortcut keys in menus,Heo,
Feature-request,keybindings.md,114931,Keyboard Shortcuts editor: distinguish deleted versus unset keybindings,Heo,
feature-request,themes.md,119047,use both English and UI language to search color theme names,Heo,
feature-request,themes.md,120345,Make inactive tab title color look different from active tab when decorations are visible,Heo,
feature-request,themes.md,112252,Theme color support for OUTPUT Panel foreground text,Heo,
feature-request,themes.md,105247,[theme] allow variables in the color theme definition file,Heo,
Bug,themes.md,105239,[themes] 'Generate Color Scheme From Current Settings' produces deprecated settings,Heo,
feature-request,themes.md,103694,[themes] settings: support for multiple theme names in VSCode colorCustomization,Heo,
feature-request,themes.md,101556,[themes] 'Generate Color Theme From Current Settings' omits semantic token settings,Heo,
feature-request,themes.md,91231,[themes] Support ${preferredTheme} as theme setting,Heo,
feature-request,themes.md,62637,inspect tool for workbench colors,Heo,
feature-request,accessibility.md,106441,Toolbars should only occupy one tab stop,Heo,
Bug,accessibility.md,107791,Settings editor: File -> Exclude field tabbing issue,Heo,
Bug,accessibility.md,95428,Word wrap should not be disabled when accessibility is turned on,Heo,
Feature-request,accessibility.md,90842,Screen readers not announcing encountered break points,Heo,
Feature-request,accessibility.md,43262,support code folding with screen reader support enabled,Heo,
Bug,accessibility.md,121844,Random focus shifting,Heo,
Bug,accessibility.md,120718,VoiceOver does not read last character in code completion suggestions,Heo,
Bug,accessibility.md,90730,Buttons can disappear upon switch to and from another program,Heo,
Bug,accessibility.md,66237,Keyboard navigation in settings editor is broken,Heo,
feature-request,accessibility.md,40976,Dictation support for visual studio code,Heo,
feature-request,accessibility.md,116454,Search view focus should be improved,Heo,
Bug,accessibility.md,121851,Process explorer difficult / impossible to use via screen reader,Cho,
Bug,accessibility.md,121844,Random focus shifting,Cho,
Bug,html.md,116840,handle HTML-escaped characters in links,Cho,
Bug,accessibility.md,117756,When opening and closing the context menu focus position is sometimes lost.,Cho,
