Labels,Document Files,Issue Number,Title,Contributor1,Contributor2
enhancement,prefs.html,1859,Auto-complete for keyframes indetifiers in CSS/SCSS,Park,Yang
Bug,publish.html,1848,Publishing Dialog seems to hang when pushing large projects ,Eun,Park
enhancement,commando.html,1842,Clear Cache for Sections does not work ,Yang,
Bug,editor.html,1840,Arbitrary Folding blocks: highlight > Fold,Eun,Park
enhancement,workspace.html,1839,Show side toolbar checkbox does not exist when click RMB on the UI,Yang,
Bug,extensions.html,1837,Change extension for selected file(s),Eun,Park
enhancement,publish.html,1829,Publishing Dialog check sync process shouldn't check files of deleted folder,Park,Yang
Bug,macros.html,1817,"""Close all"" missing",Eun,Park
enhancement,files.html,1813,Create project in current path (based on opened path in Places),Park,Yang
enhancement,prefs.html,181,Track Changes window should use settings from color scheme,Park,Yang
Bug,templates.html,1809,JavaScript Template Literals: remaning code loses highlighting,Eun,Park
enhancement,editor.html,1790,Continue multiline comment (SQL SCSS),Park,Yang
enhancement,run.html,1780,"Create command ""Multi-caret around selection""",Park,Yang
Bug,templates.html,1778,Jinja2 template support,Eun,Park
enhancement,prefs.html,1772,Prefs > File Associations UI/UX upgrades Umbrella Ticket,Park,Yang
enhancement,prefs.html,1771,Allow search for file extension in Prefs > File Associations,Park,Yang
Bug,editor.html,1769,Workspace error when shutting down Komodo,Eun,Park
enhancement,prefs.html,1765,Show whitespaces  linenumbers and indent guides in the scheme preview,Park,Yang
enhancement,templates.html,1755,Drag and drop kpf files on Komodo should import toolbox items,Park,Yang
Bug,documentation-browser.html,1752,View in Browser - in a Komodo Tab' lets disappear left Toolbar ,Eun,Park
Bug,files.html,1747,Can't change file encoding using the file status bar,Eun,Park
enhancement,keybind.html,1723,Shift+Backspace does not do backspace,Park,Yang
Bug,prefs.html,1715,"prefs: remove ""Track Changes"" color scheme preferences from Edit ",Eun,Park
enhancement,regex.html,1704,Ruby: highlight `%<modifier>{}` properly,Park,Yang
enhancement,prefs.html,1688,Add tooltip to spelling errors,Park,Yang
enhancement,prefs.html,1684,Add preference for xdebug timeout,Park,Yang
enhancement,files.html,168,"""Open Files"" panel loses close ""x"" with long filenames",Yang,
enhancement,shortcuts.html,1665,default keyboard shortcuts should respect platform standards,Park,Yang
Bug,starting.html,1651,Don't ask to recover workspace when first starting KX,Eun,Park
enhancement,linter-reference.html,1648,Syntax checker dynamic button and number appear even if it's not configured for the file,Park,Yang
Bug,files.html,1647,Less Linter fails on certain files ,Eun,Park
Bug,linter-reference.html,1646,Django syntax checking doesn't work ,Eun,Park
enhancement,commando.html,1640,Commando: Ability to use relative paths from _both_ project and current file ,Park,Yang
enhancement,codeintel.html,1629,Investigate adding ctags support,Park,Yang
enhancement,prefs.html,161,Scale pixels based on platform settings,Park,Yang
Bug,macros.html,1605,Toolbox Icons Are Not Re-sized As Needed,Eun,Park
Bug,linter-reference.html,1593,Spellcheck somtimes inserting at wrong place instead of replacing it,Eun,Park
enhancement,prefs.html,157,It takes longer than usual to apply color schemes,Park,Yang
enhancement,intshell.html,1568,Interactive shell is editable,Park,Yang
Bug,editor.html,1563,"toolbar button for ""Jump to next syntax checking result"" problem ",Eun,Park
Bug,editor.html,155,Error when rename only changes case on Windows,Eun,Park
Bug,intshell.html,1537,Interactive Shell: OSX: Input appears below window edge under output ,Eun,Park
Bug,editor.html,1529,Minimap gets squashed on OSX ,Eun,Park
enhancement,workspace.html,1519,Persistent storage of widget layout ,Park,Yang
Bug,files.html,1514,Go to Definition does not work with double-sigil deref in Perl,Eun,Park
Bug,prefs.html,1508,"Create ""Preferences"" scope",Eun,Park
Bug,publish.html,1495,Publishing icons overlap in Places,Eun,Park
enhancement,prefs.html,1494,Foreground for state ok state/ info/ etc/ not configurable,Park,Yang
enhancement,prefs.html,1490,Color Scheme Editor: make Interface items more understandable or create a help page for it,Park,Yang
Bug,editor.html,1485,"Show Editor tabs is always ""checked""",Eun,Park
Bug,places.html,1482,Side Toolbar doesn't stay hidden after restart,Eun,Park
enhancement,unittest.html,1480,RSpec for Ruby Unit Tests,Park,Yang
enhancement,publish.html,148,Publishing: Enable one-way synchronization,Park,Yang
enhancement,debugruby.html,1454,Prevent byebug from dumping files to our projects,Park,Yang
Bug,debugruby.html,1453,Ruby fails with CLI app debugging,Eun,Park
Bug,editor.html,145,Highlight text where equals with selected text ?,Eun,Park
Bug,macros.html,1449,Add handlebars support ,Eun,Park
Bug,linter-reference.html,1448,Add syntax checking for Angular,Eun,Park
Bug,editor.html,1429,Rails tools are broken,Eun,Park
enhancement,debugphp.html,1427,Odd indentation in PHP upon hitting Enter at certain times,Park,Yang
enhancement,debugphp.html,1422,Detect phpunit.phar better,Park,Yang
Bug,prefs.html,1407,Prefs: Environment: New variable dialog is too short OSX ,Eun,Park
Bug,commando.html,1405,Cordova: Run Command: Seems to run in stripped down environment,Eun,Park
Bug,run.html,1402,Cordova: Run Android actually Runs ios ,Eun,Park
enhancement,linter-reference.html,140,Django syntax checking doesn't support Python 3 natively (requires workaround),Park,Yang
Bug,debugger.html,1399,Ruby debugger does not respect the order of puts and gets ,Eun,Park
Bug,prefs.html,1397,Preferences window prevents Komodo from Closing,Eun,Park
Bug,intshell.html,1396,Ruby Interactive Shell don't show output,Eun,Park
enhancement,debugruby.html,1389,Ruby catalog needs updating (2.3.0),Park,Yang
Bug,editor.html,1378,Markdown preview: can't move to other split,Eun,Park
Bug,prefs.html,1376,[10.0] crash when changing style preferences then can't launch,Eun,Park
Bug,documentation-browser.html,137,Automatically spellcheck in comments,Eun,Park
Bug,scc.html,1358,scc History dialog too small for content,Eun,Park
enhancement,snippets.html,1343,Komodo IDE v10 not installed with v10 samples in Toolbox,Park,Yang
enhancement,snippets.html,1302,Snippet vars should be optional,Yang,
enhancement,debugperl.html,1286,Perl Debugger: Locals view jumps around with a couple dozen variables,Park,Yang
Bug,regex.html,1284,RxToolkit: Selecting Ruby Causes Mayhem ,Eun,Park
Bug,regex.html,1283,RxToolkit: Cannot use JavaScript,Eun,Park
enhancement,debugphp.html,1282,PHP phpdoc array type,Park,Yang
enhancement,codeintel.html,1272,CodeIntel: Pre-scan project structure and exclude problematic directories,Park,Yang
Bug,debugger.html,1264,Debugger: Start/Find/Hide Default Interactive Shell command (F12) is confusing,Eun,Park
Bug,prefs.html,1257,New UI: Prefs > Environment Does Not Show Environment Variables,Eun,Park
Bug,editor.html,1249,No auto-completion for PHPUnit,Eun,Park
Bug,codeintel.html,1241,CodeIntel incomplete  inability to use section scope,Eun,Park
Bug,editor.html,1235,Color Scheme Editor: Changing something in default schemes produces a buggy prompt dialogue ,Eun,Park
Bug,debugphp.html,1233,PHP Remote debugging: many reports of Komodo crashing while debugging,Eun,Park
enhancement,debugchrome.html,1226,Chrome debugging: Allow specifying a url as the script,Park,Yang
enhancement,debugchrome.html,1225,Chrome debugging: Allow debugging from html-like languages,Park,Yang
Bug,debugchrome.html,1224,chrome remote debugger opens wrong pref window,Eun,Park
enhancement,snippets.html,1219,Select Previous (part of) Word skips linebreak,Park,Yang
Bug,scc.html,1214,SCC Revert doesn't reload file,Eun,Park
Bug,starting.html,1213,Cannot Start Komodo 10 With a Clean Profile,Eun,Park
Bug,editor.html,1189,"Create iterative ""block selection"" mechanic",Eun,Park
Bug,linter-reference.html,1177,Cannot disable syntax checking for individual file.,Eun,Park
enhancement,search.html,1176,Allow blow selection when folding is off,Park,Yang
Bug,debugpython.html,1175,relative imports/includes fail when linting,Eun,Park
Bug,sections_list.html,1171,Section list wrongfully thinks it's inside functions,Eun,Park
enhancement,codeintel.html,1170,Always enable the HTML5 catalog,Park,Yang
enhancement,commando.html,116,"Add Commando support for ""existing folders"" in projects",Park,Yang
enhancement,search.html,1158,Select block on classes is slow,Park,Yang
Bug,editor.html,1157,Show trackchanges and syntax issues in Minimap,Eun,Park
Bug,editor.html,1156,Show bookmarks in minimap,Eun,Park
enhancement,prefs.html,1149,New UI: Opening Color Scheme Asks for Saving Preferences Superfluously,Park,Yang
enhancement,debugger.html,1141,Hide autocompletions when terminated by non-alphanumeric characters,Park,Yang
enhancement,prefs.html,1131,Add pref to make multi-caret word insensitive,Park,Yang
enhancement,commando.html,1120,Sections scope does not show class name,Park,Yang
Bug,editor.html,1116,Auto multi caret when deleting delimiters,Eun,Park
Bug,editor.html,1115,Auto multi caret when selecting delimiters,Eun,Park
Bug,editor.html,1110,Quick Bookmark bad behavior,Eun,Park
enhancement,files.html,1109,Open Files: Close all files should use cmd_closeAll,Yang,
enhancement,templates.html,1105,Support ES6 Template Literals,Park,Yang
Bug,files.html,1101,Support project level file associations,Eun,Park
Bug,publish.html,1096,Shortcut for publishing synchronize,Eun,Park
enhancement,prefs.html,1090,Add support for css pointer events,Park,Yang
enhancement,linter-reference.html,1086,Default to jshint,Park,Yang
Bug,debugperl.html,1084,Code Outline doesn't properly support Perl private functions,Eun,Park
enhancement,intshell.html,1081,Disable multi caret with ctrl+click,Park,Yang
enhancement,toolbox.html,1078,Cannot delete 'Rails Tools' from toolbox,Park,Yang
enhancement,prefs.html,1062,"Add all ""CSS Legal Color Values"" to komodo",Park,Yang
enhancement,debugger.html,1052,Folding code defined by regions,Park,Yang
enhancement,debugphp.html,1050,PHP7: show return type if available in calltips,Yang,
enhancement,debugphp.html,1049,PHP7: preg_replace_callback_array function not in auto-complete db? ,Park,Yang
enhancement,keybind.html,1039,TrackChanges keybindings,Yang,Yang
enhancement,debugger.html,1028,New debugger output window not in floating pane,Yang,
enhancement,debugger.html,1023,String wrapping with delimiter chars fails when delim chars are in the string,Park,Yang
Bug,debugger.html,102,Debugger - have to execute the Start command twice,Eun,Park
enhancement,files.html,1019,html dual tag editing should disable after space,Park,Yang
Bug,commando.html,2405,Toolbox property dialogs and debug dialog are not draggable,Cho,
Bug,toolbox.html,2347,Can't create Commando Shortcut,Cho,
Bug,search.html,2270,Search: unfriendly error when searching in the current document without having an opened one,Cho,
Bug,codeintel.html,2262,Codeintel: Cannot Handle Same Package Prefix in Multiple Directories,Cho,
enhancement,linter-reference.html,2602,Warn interpreter is need for syntax checker,Cho,
enhancement,places.html,2615,Support double click titlebar to expand,Cho,
enhancement,codeintel.html,2518,CodeIntel support for ES6 Classes,Cho,
enhancement,keybind.html,1712,Implement more case switching commands in Vi key binding,Cho,
enhancement,keybind.html,1711,Visual Block in VI keybindings not working as expected?,Cho,
