Labels,Document Files,Issue Number,Title,Contributor1,Contributor2
Enhancement,Preferences,6272,plugins admin UI enhancement,Chang,Ryu
Enhancement,Preferences,2996,Simple UX Improvement - Recent Files Vertical Alignment,Chang,Ryu
Enhancement,Preferences,582,Display MRU list properly on seconday display,Chang,Ryu
Enhancement,macros,7516,Recent Files: Prompt if file has been deleted,Chang,Ryu
Enhancement,macros,6258,Make end-of-line conversion operations macroable,Chang,Ryu
Enhancement,macros,5972,The options from menu 'Edit' -> 'EOL Conversion' are not macros recordable,Chang,Ryu
Enhancement,macros,1948,Fix issue 1948 to make inverse bookmarking macroable,Chang,Ryu
Enhancement,macros,5500,Marking issues in recorded macro,Chang,Ryu
Enhancement,macros,5463,Enable Scintilla Virtual Space Option change from macro,Chang,Ryu
Enhancement,Preferences,468,Can't send some type of Scintilla message with macro,Chang,Ryu
Enhancement,Preferences,466,User defined commands: using DuckDuckGo as default search engine,Chang,Ryu
Enhancement,Preferences,407,Custom search engine,Chang,Ryu
Enhancement,Preferences,5610,Don't want Google Search in context menu,Chang,Ryu
Enhancement,Preferences,7948,[Feature Request] Improve usability in Shortcut mapper: Make the columns resizable,Chang,Ryu
Enhancement,Preferences,1898,"Fix for Issue# 7895 - Keyboard shortcut for ""Open Containing Folder in Explorer"" is partially broken",Chang,Ryu
Enhancement,Preferences,2029,No Python code folding past level 1,Chang,Ryu
Enhancement,Preferences,1954,Added conflict detection to Shortcut Mapper,Chang,Ryu
Enhancement,Searching,1845,Detect duplicate keyboard shortcut,Chang,Ryu
Enhancement,Preferences,2821,Incremental Search Next/Previous keyboard shortcuts,Chang,Ryu
Enhancement,Preferences,4782,Feature request : Add date & time stamps hotkey without need to use external plugins,Chang,Ryu
Enhancement,Preferences,5821,Color picker could be made to remember custom colors,Chang,Ryu
Enhancement,Preferences,1991,Minor fix for issue #5815  only use SC_IV_LOOKFORWARD for Python like folding.,Chang,Ryu
Enhancement,Preferences,897,Please add syntax highlighting for XML entities,Chang,Ryu
Enhancement,Preferences,1983,Add style option for XML entity,Chang,Ryu
Enhancement,Preferences,1585,.hh files are not recognized as C++,Chang,Ryu
Enhancement,Preferences,1471,Recognize .frm .bas .cls as Visal Basic language,Chang,Ryu
Enhancement,Preferences,1433,Delphi project file (.dpr) syntax not autodetected,Chang,Ryu
Enhancement,Preferences,721,Treat .ino files as C++,Chang,Ryu
Enhancement,Preferences,676,Font size settings with up-down-controls,Chang,Ryu
Enhancement,Preferences,639,"Revert to a system monospace font instead of ""Source Code Pro""",Chang,Ryu
Enhancement,Preferences,5291,Possibility to filter Monospaced Fonts in global settings dialog,Chang,Ryu
Enhancement,programing-languages,1949,"Feature request: Variable transparency for ""Find Results"" active / current line for people with low vision. Thanks.",Chang,Ryu
Enhancement,Preferences,746,Fix Cppcheck static analysis warnings,Chang,Ryu
Enhancement,Preferences,744,Syntax highlighting for nexted Scala comments,Chang,Ryu
Enhancement,Preferences,711,Wrong highlighting of cyrillic characters in SQL,Chang,Ryu
Enhancement,programing-languages,704,Syntax highlighting and content suggestion for CSS should support Flexible Box Layout,Chang,Ryu
Enhancement,programing-languages,703,SQL colorization changed in error by code.,Chang,Ryu
Enhancement,programing-languages,700,Default configuration of Notepad++ breaks Python files by adding tabs instead of spaces,Chang,Ryu
Enhancement,programing-languages,660,langs.model.xml: Additions to PHP highlight,Chang,Ryu
Enhancement,programing-languages,651,"highlighting disabled after R"" (literal string) sequence in c++",Chang,Ryu
Enhancement,Preferences,642,Could notepad++ support dart language?,Chang,Ryu
Enhancement,programing-languages,611,Implement ANTLR syntax highlight,Chang,Ryu
Enhancement,programing-languages,555,Feature Request: Detect shell scripts for files without extensions  and select the 'Shell' language for syntax highlighting,Chang,Ryu
Enhancement,programing-languages,549,PHP Keywords,Chang,Ryu
Enhancement,Preferences,488,Enable Notepad++ support both SCLEX_FORTRAN and SCLEX_F77,Chang,Ryu
Enhancement,programing-languages,484,langs.model.xml: Additions to PHP highlight,Chang,Ryu
Enhancement,programing-languages,459,C language has incorrect comments,Chang,Ryu
Enhancement,programing-languages,161,PHP function stripos() not recognized,Chang,Ryu
Enhancement,Preferences,4795,JavaScript syntax highlighting inside HTML breaks on $ followed by number,Chang,Ryu
Enhancement,Preferences,7553,Close All needs verification pop up,Chang,Ryu
Enhancement,user-defined-language-system,677,"Improve: ""Close all but This"" functionality",Chang,Ryu
Enhancement,user-defined-language-system,6128,UDL support for number-containing keywords inside delimiters,Chang,Ryu
Enhancement,user-defined-language-system,5458,BaanC Add keyword lists and respective langs & styler xml tags.,Chang,Ryu
Enhancement,user-defined-language-system,612,Fixed issue and allow some more characters in UDL name,Chang,Ryu
Enhancement,user-defined-language-system,7540,User-Defined Language  review comment line,Chang,Ryu
Enhancement,user-defined-language-system,5404,Resolve #5404 - Add a Languages submenu item to open UDL folder.,Chang,Ryu
Enhancement,Upgrading,5012,[Request]: Open UDL Language(s) Folder...,Chang,Ryu
Enhancement,config-files,7738,notepad ++ update window icon missing,Chang,Ryu
Enhancement,config-files,7737,"Add ""commandLineInterpreter"" setting in config.xml",Chang,Ryu
Enhancement,config-files,665,User-configurable command line interpreter,Chang,Ryu
Enhancement,Preferences,5434,Store / Recall Layout View for dockables,Chang,Ryu
Enhancement,Preferences,4942,PR to discuss about zoom value on status bar,Chang,Ryu
Enhancement,config-files,7980,Read-Only flag (user read only) is not synced,Chang,Ryu
Enhancement,plugins,2120,Add support for auto-indenting Perl and Rust.,Chang,Ryu
Enhancement,Upgrading,1624,Add user and password on Proxy Settings,Chang,Ryu
Enhancement,Upgrading,1380,"Usability Improvement via ""Express Update""",Chang,Ryu
Enhancement,programing-languages,1027,Support for Proxy PAC,Chang,Ryu
Enhancement,function-list,739,Improve the language detection at the beginning of a file,Chang,Ryu
Enhancement,function-list,733,function-list panel fixes,Chang,Ryu
Enhancement,Preferences,726,function-list issues,Chang,Ryu
Enhancement,Upgrading,714,Fine-tune behavior of Ctrl+Backspace,Chang,Ryu
Enhancement,getting-started,656,Multiple Notepad++ update boxes,Chang,Ryu
Enhancement,Preferences,610,Setup starts notepad++ as administrator,Chang,Ryu
Enhancement,Preferences,568,Icons in tabs don't scale up on high pixel density screens,Chang,Ryu
Enhancement,Preferences,562,Icon size problems,Chang,Ryu
Enhancement,Preferences,448,Font size of UI elements,Chang,Ryu
Enhancement,Preferences,428,Add left margin to typing area,Chang,Ryu
Enhancement,auto-completion,390,Preferences,Chang,Ryu
Enhancement,getting-started,385,Change autocomplete dialog to accommodate Italian,Chang,Ryu
Feature,plugins,8916,Notepad++ cannot be built with GCC/MinGW,San,Ryu
Feature,getting-started,9346,Add plugin interface for renaming an unsaved tab,San,Ryu
Feature,preferences,9291,Feature Request: Remember installation location,San,Ryu
Feature,Searching,9821,Add an option to disable all print margins,San,Ryu
Feature,Themes,9587,Copy Pathnames from Search Results window,San,Ryu
Feature,Searching,8125,Dark Mode begins!,San,Ryu
Feature,sessions,9165,Make project files searchable by file list (not by directory).,San,Ryu
Feature,sessions,9166,Save 'Folder as workspace' in session,San,Ryu
Feature,Function List,8665,Change order of items in 'Folder as workspace',San,Ryu
Feature,Function List,8886,Function List tab stops,San,Ryu
Feature,sessions,3028,Function List Escape treeview to Notepad++ edit window,San,Ryu
Feature,sessions,8319,"[Feature] [Context menu] Open directory as new ""Folder as workspace"" (as Project)",San,Ryu
Feature,plugin-communication,5736,[Feature Request] More obvious way to do bookmark manipulation,San,Ryu
Enhancement,Function List,98,[Feature Request] Websocket support,San,Ryu
Bug,Function List,9019,default FunctionList sorting,San,Ryu
Bug,Searching,8170,Function List bash parser parse wrongly if file's EOL is UNIX,San,Ryu
Bug,Searching,8160,"Find-in-Files recorded in macro with empty ""Filters"" box can't match any files",San,Ryu
Bug,Searching,8045,"Deletion of a last ""child"" line in ""Find result"" should also delete ancestors",San,Ryu
Bug,Function List,9804,"Find-in-Files recorded in macro with empty ""Filters"" box can't match any files",San,Ryu
Bug,preferences,9751,Function List button tool tips are mixed up,San,Ryu
Bug,preferences,9767,Style Token not applied consistently within words,San,Ryu
Bug,Searching,9766,"""Default Directory"" preference no longer works since the 7.95 release",San,Ryu
Bug,Searching,9757,Search option 'whole word' does no longer work,San,Ryu
Bug,Editing,9682,Copy command for Search Results should be unavailable when no text is selected,San,Ryu
Bug,preferences,9569,Sorting with column-key doesn't work following a tab character,San,Ryu
Bug,Searching,9527,Folder picker dialog isn't shown for invalid initial directory,San,Ryu
Bug,Plugin communication,9377,Opening files from UNC path using File Dialog fails - NPP 7.9.3,San,Ryu
Bug,Searching,9199,Incompatible plugin is not deleted when asked for in the warning message,San,Ryu
Bug,Preferences,7910,Find in Files - when Directory path has leading or trailing spaces the search does not work,San,Ryu
Enhancement,Searching,9824,Smart Highlighting issue in a cloned document when scrolling up/down the original document,Ryu,San
Enhancement,config-files,9409,Add keyboard accelerators to Search-results context menu,Ryu,San
Enhancement,Searching,9284,Some settings still not portable,Ryu,San
Enhancement,Searching,9255,[FR] Clipboard History should allow returning an entry's data to the clipboard,Ryu,San
Enhancement,Plugin communication,8797,[FR] Clipboard History text data should widen/shrink as panel widens/shrinks,Ryu,San
Enhancement,editing,8456,"""Go To..."" window doesn't update when left open",Ryu,San
Enhancement,Searching,8450,"Enhancement: to (open) Windows dialog -- add sortable ""file changed"" column",Ryu,San
Enhancement,Searching,8446,Find and replace in selection with Alt key,Ryu,San
Enhancement,preferences,8424,Move focus to editor on left-clicking a tab,Ryu,San
Enhancement,Searching,8235,Add Scroll Line Amount Option,Ryu,San
Enhancement,Searching,9366,Add capability for a second 'Find result' window,Ryu,San
Enhancement,plugins,9266,[Feature Request] Clear Directories In Find In Files,Ryu,San
Enhancement,Searching,9224,PluginAdmin doesn't show Unicode texts,Ryu,San
bug,Searching,9254,"Ability to localize ""Line"" preceding each line number on Search Results",Ryu,San
bug,macros,9230,Clipboard History text insertion does not respect current N++ tab line-ending type,Ryu,San
bug,Plugin communication,8679,Ampersand doesn't show up in Macro Name,Ryu,San
bug,preferences,8520,CURRENT_LINE and CURRENT_COLUMN should be one-based not zero-based,Ryu,San
bug,Function List,8221,NPP RTL: wrong path in tabs tooltip,Ryu,San
bug,Searching,9334,Function list display corruption multiple monitors ,Ryu,San
bug,preferences,9797,Unable to copy line data from search results in N++ 7.9.2,Ryu,San
bug,preferences,9597,Fix UTF iterators end too early,Ryu,San
bug,plugin-communication,9338,Notepad++ has problems with display of chars in UTF8 and UTF16-LE,Ryu,San
feature,preferences,9292,NPPM_SETLINENUMBERWIDTHMODE bug,Ryu,San
feature,Searching,9653,Add option to disable minimal margin,Ryu,San
feature,Searching,9534,Add ability to avoid accumulating multiple search results ,Ryu,San
feature,sessions,9261,Add function for searching files in project panels.,Ryu,San
feature,Searching,9286,Issue 9166 change order of items in workspace folder,Ryu,San
