Labels,Document Files,Section,Issue Number,Title,Contributor
Enhancement,preferences,Preferences ,2029,Added conflict detection to Shortcut Mapper,Chang
Enhancement,preferences,Preferences ,1954,Detect duplicate keyboard shortcut,Chang
Enhancement,preferences,Preferences ,1845,Incremental Search Next/Previous keyboard shortcuts,Chang
Enhancement,preferences,Preferences ,1572,Ctrl+Shift+W for Close All,Chang
Enhancement,preferences,Preferences ,2821,Feature request : Add date & time stamps hotkey without need to use external plugins,Chang
Enhancement,preferences,Preferences ,4782,Color picker could be made to remember custom colors,Chang
Enhancement,preferences,Preferences ,5821,Minor fix for issue #5815  only use SC_IV_LOOKFORWARD for Python like folding.,Chang
Enhancement,preferences,Preferences ,2003,Add xml entity style,Chang
Enhancement,preferences,Preferences ,1991,Please add syntax highlighting for XML entities,Chang
Enhancement,preferences,Preferences ,897,Add style option for XML entity,Chang
Enhancement,preferences,Preferences ,1983,.hh files are not recognized as C++,Chang
Enhancement,preferences,Preferences ,1585,Recognize .frm .bas .cls as Visal Basic language,Chang
Enhancement,preferences,Preferences ,1471,Delphi project file (.dpr) syntax not autodetected,Chang
Enhancement,preferences,Preferences ,1433,Treat .ino files as C++,Chang
Enhancement,preferences,Preferences ,721,Font size settings with up-down-controls,Chang
Enhancement,preferences,Preferences ,676,"Revert to a system monospace font instead of ""Source Code Pro""",Chang
Enhancement,preferences,Preferences ,639,Possibility to filter Monospaced Fonts in global settings dialog,Chang
Enhancement,preferences,Preferences ,5291,"Feature request: Variable transparency for ""Find Results"" active / current line for people with low vision. Thanks.",Chang
Enhancement,preferences,Preferences ,4795,Close All needs verification pop up,Chang
Enhancement,preferences,Preferences ,7553,"Improve: ""Close all but This"" functionality",Chang
Enhancement,preferences,Preferences ,5434,PR to discuss about zoom value on status bar,Chang
Enhancement,preferences,Preferences ,4566,Percentage of zooming in and out,Chang
Enhancement,preferences,Preferences ,4943,Fixed Read-Only flag (user read only) syncing issue,Chang
Enhancement,preferences,Preferences ,4942,Read-Only flag (user read only) is not synced,Chang
Enhancement,preferences,Preferences ,1930,Added some error checking during file saving.,Chang
Enhancement,preferences,Preferences ,1168,Redirection error when editing a file in c:\windows\system32 on Win7/64,Chang
Enhancement,preferences,Preferences ,891,Add PAE LargeAdressAware for 32bit use up to 4GB RAM on Windows 64bit,Chang
Feature,programing-languages,supported programing-languages,1652,Add support for python GUI and lisp,Yang
Feature,programing-languages,supported programing-languages,602,Possibility to add additional styles to an existing programming language in the style configurator,Yang
Feature,programing-languages,supported programing-languages,361,Using cmake for building notepad++,Yang
Enhancement,programing-languages,programing-languages ,1949,Fix Cppcheck static analysis warnings,Chang
Enhancement,programing-languages,programing-languages ,1821,Add the instructions movabs and cvtsi2sdq; and the register sets r8-15 and xmm8-15.,Chang
Enhancement,programing-languages,programing-languages ,751,Add movsxd and cdqe.,Chang
Enhancement,programing-languages,programing-languages ,750,Add uint{8 16 32 64}_t and size_t data types.,Chang
Enhancement,programing-languages,programing-languages ,746,Syntax highlighting for nexted Scala comments,Chang
Enhancement,programing-languages,programing-languages ,744,Wrong highlighting of cyrillic characters in SQL,Chang
Enhancement,programing-languages,programing-languages ,711,Syntax highlighting and content suggestion for CSS should support Flexible Box Layout,Chang
Enhancement,programing-languages,programing-languages ,704,SQL colorization changed in error by code.,Chang
Enhancement,programing-languages,programing-languages ,703,Default configuration of Notepad++ breaks Python files by adding tabs instead of spaces,Chang
Enhancement,programing-languages,programing-languages ,700,langs.model.xml: Additions to PHP highlight,Chang
Enhancement,programing-languages,programing-languages ,660,"highlighting disabled after R"" (literal string) sequence in c++",Chang
Enhancement,programing-languages,programing-languages ,651,Could notepad++ support dart language?,Chang
Enhancement,programing-languages,programing-languages ,642,Implement ANTLR syntax highlight,Chang
Enhancement,programing-languages,programing-languages ,611,Feature Request: Detect shell scripts for files without extensions  and select the 'Shell' language for syntax highlighting,Chang
Enhancement,programing-languages,programing-languages ,555,PHP Keywords,Chang
Enhancement,programing-languages,programing-languages ,549,Enable Notepad++ support both SCLEX_FORTRAN and SCLEX_F77,Chang
Enhancement,programing-languages,,488,langs.model.xml: Additions to PHP highlight,Chang
Enhancement,programing-languages,programing-languages ,484,C language has incorrect comments,Chang
Enhancement,programing-languages,programing-languages ,459,PHP function stripos() not recognized,Chang
Enhancement,programing-languages,programing-languages ,161,JavaScript syntax highlighting inside HTML breaks on $ followed by number,Chang
Enhancement,programing-languages,programing-languages ,1027,Improve the language detection at the beginning of a file,Chang
Feature,Searching,dialog-based-serching,6175,Feature Request,Yang
Feature,Searching,Dialog-free search/mark actions,7736,Add feature to select/show current editing file in Folder As Workspace,Yang
Feature,Searching,Dialog-based searching,5533,"Open File should remember the ""Files of type:"" field between executions",Yang
Feature,Searching,"Comparison between ""Select and Find Next"" and ""Find Next(Volatile)""",5322,Select the next occurrence-shortcut,Yang
Feature,Searching,"Comparison between ""Select and Find Next"" and ""Find Next(Volatile)""",5399,Added multicursor improbements,Yang
Feature,Searching,Find/Replace,3115,Possible Feature Idea-Paste to existing tab,Yang
Feature,Searching,Find/Replace,2162,copy on select feature in notepad++,Yang
Feature,Searching,Dialog-based searching,2033,Move Tab Forward/Backward,Yang
Feature,Searching,Dialog-based searching,1864,Implement user commands for moving the current file tab,Yang
Feature,Searching,Other commands,2025,Sort as integers doesn't work correctly for lines with two integers,Yang
Feature,Searching,Dialog-free search/mark actions,715,Highlight the current function based on Cursor position,Yang
Feature,Searching,,705,Allow the use of arrow keys while in multi-caret mode,Yang
Feature,Searching,Copying text from the Find result window,694,Add a new command to copy Notepad++/System info into clipboard for bug report,Yang
Feature,Searching,Copying text from the Find result window,593,Prevent the cursor from jumping into next line when marking whole line via line numbers,Yang
Feature,Searching,Incremental Search,526,Incremental Search: add search direction option with All|Up|Down,Yang
Feature,Searching,Regex Special Characters,495,Add an option to remove all special characters from your selection,Yang
Feature,Searching,Searching actions when recorded as macros,452,Saved Find & Replace strings,Yang
Bug,Searching,Regular Expressions,5538,remove consecutive duplicate lines in 7.6.6 removes all lines but one w/ this file. 1million line limit & EOL affects function as well,Yang
Bug,Searching,Regular Expressions,4529,On Debug Build  Korean Input has Assert.,Yang
Bug,Searching,Dialog-based searching,3813,[BUG v756] Replace dialog scary with keyboard input!,Yang
Bug,Searching,Dialog-based searching,3640,Backward-direction checkbox enabled with Reg Exp search mode (at N++ startup),Yang
Bug,Searching,Dialog-based searching,6202,tab fix,Yang
Bug,Searching,Dialog-based searching,4339,Inconsistent crash when dragging tabs,Yang
Bug,Searching,Dialog-based searching,5792,Fix tab dragging on WINE and ReactOS,Yang
Bug,Searching,Copying text from the Find result window,5773,Continuation of PR #5591 (workarround to MS ReadDirectoryChanges bug),Yang
Bug,Searching,Copying text from the Find result window,5591,Fixed File Monitoring Reload issue,Yang
Bug,Searching,Copying text from the Find result window,5586,ISSUE: RELOAD dialog appears when MONITORing a file,Yang
Bug,Searching,Search modifiers,5708,Set embedded ASP default language to VB,Yang
Bug,Searching,¡°Find result¡± Window,5665,Fixed issue: Unhiding top marker removes all other markers,Yang
Bug,Searching,Copying text from the Find result window,5595,Re-loading the same text file over and over results in huge memory taken up,Yang
Bug,Searching,Find in Files,5295,Minor 7.6.3 bug: File open filtering not working properly,Yang
Bug,Searching,Copying text from the Find result window,4849,Attempting to move a rectangular text selection generates garbage text,Yang
Bug,Searching,Other commands,4633,`Main menu > View > Collapse Level > N` works only for the first level for Python scripts,Yang
Bug,Searching,Regular Expressions,4530,Fix Unicode Problem. Issue Name 'On Debug Build  Korean Input has As¡¦,Yang
Bug,Searching,Dialog-based searching,3384,Double FileTab problem (Bug),Yang
Bug,Searching,dialog-based-serching,2743,Wrong MD5 sum with Cyrillic text in dialog window,Yang
Bug,Searching,Copying text from the Find result window,2061,a bug about monitoring(tail -f),Yang
Bug,Searching,Find in Files,2009,Find in files broken,Yang
Bug,Searching,Find in Files,1198,"Hide ""Find in Files progress..."" dialog box",Yang
Bug,Searching,Find in Files,1172,"Notepad++ crashes when moving the ""Find In Files progress"" window while the search finishes",Yang
Bug,Searching,Find/Replace,992,Saving find/replace macro isn't possible,Yang
Bug,Searching,Find in Files,954,Fix #953 Find all files crash in 64-bit since 6.7.5,Yang
Bug,Searching,Find in Files,953,Find all files crash in 64-bit since 6.7.5,Yang
Bug,Searching,Extended Search Mode,795,Possible fix for #725 - Cannot open files that contain ASCII NUL(0x00) correctly,Yang
Bug,Searching,Search modifiers,752,Language not set when creating new file,Yang
Bug,Searching,Extended Search Mode,725,Cannot open files that contain ASCII NUL(0x00) correctly,Yang
Bug,Searching,Regular Expressions,683,Regular expression selects all text  although it shouldn't,Yang
Bug,Searching,Find in Files,682,Dragging search progress window during a Find in Files causes NP++ to freeze,Yang
Bug,Searching,Regular Expressions,675,"Character U+21B2 (""?"")",Yang
Bug,Searching,Control flow,669,Assertion in ScintillaWin::DirectFunction failed!,Yang
Bug,Searching,Regex Special Characters,653,Fix word count regex to include words separated by newline,Yang
Bug,Searching,Dialog-based Searching,640,View -> Summary' doesn't count words correctly,Yang
Bug,Searching,Regex Special Characters,534,v6.8: Backward RegEx Search does not work for UTF-8 Characters in a [Normal] Text File,Yang
Bug,Searching,"""Find result¡± Window",491,Double clicking on search results failing in some cases,Yang
Bug,Searching,Regular Expressions,442,"Characters from Unicode block ""Block Elements"" show as question marks",Yang
Bug,Searching,highlighting,440,Highlight in Document Map visible on screen when Notepad++ minimized,Yang
Bug,Searching,Copying text from the Find result window,411,copy & paste Chinese word display problem,Yang
Enhancement,searching,Searching ,5547,Find All in... feature request (formerly #1499),Chang
Enhancement,searching,Searching ,7950,Sound after an unsuccessful search cannot be disabled,Chang
Enhancement,searching,Searching ,7917,Make Count command respect Backward-direction and Wrap-around options,Chang
Enhancement,searching,Searching ,7876,Feature Suggestion: Find window directional count.,Chang
Enhancement,searching,Searching ,7898,Make Find window remember its position across multiple runs,Chang
Enhancement,searching,Searching ,905,Find/replace dialog should remember its last position,Chang
Enhancement,searching,Searching ,7537,Add disable In-Selection when multiple selections active for Count  Replace-All and Mark-all commands,Chang
Enhancement,searching,Searching ,7532,"Count / ReplaceAll / MarkAll option ""In Selection"" should not be available with multiple selections",Chang
Enhancement,searching,Searching ,6001,Make Combobox font monospace in Find dialog,Chang
Enhancement,searching,Searching ,449,Legibility in the find/replace dialog,Chang
Enhancement,searching,Searching ,5927,Improve GUI in Find dialog,Chang
Enhancement,searching,Searching ,5260,"Add confirmation dialog for ""Replace All in All Opened Documents""",Chang
Enhancement,searching,Searching ,738,Padding for tab captions in find-and-replace dialog,Chang
Enhancement,searching,Searching ,722,Count only in selection,Chang
Enhancement,searching,Searching ,685,Non-blocking find/replace actions,Chang
Enhancement,searching,Searching ,565,Tell regular expression engine (either in find-and-replace or about dialog),Chang
Enhancement,searching,Searching ,564,Named find-and-replace pairs,Chang
Enhancement,searching,Searching ,506,Optional auto-reset of 'Find/Replace/Find in Files/Mark' settings,Chang
Enhancement,searching,Searching ,7626,"#7618 Simple exclude files in ""Find in Files"" filter using ""!""",Chang
Enhancement,searching,Searching ,7618,Simple exclude files in Find in Files filter,Chang
Enhancement,searching,Searching ,1497,Find in files: reduce update rate of find in files progress bar,Chang
Enhancement,searching,Searching ,7664,Make 'Purge for each search' respect 'In selection' for 'Mark All' op,Chang
Enhancement,searching,Searching ,7663,"""Purge for each search"" option for ""Mark All"" action should respect ""In selection"" option",Chang
Enhancement,searching,Searching ,426,SmartHighlighter: whole word limitation?,Chang
Feature,Upgrading,Auto-trigger,422,Remember the last session state across updates,Yang
Bug,Upgrading,Auto-trigger,5375,Auto-updater is run even when corresponding option is disabled,Yang
Bug,Upgrading,Upgrade Manually,2526,v7.2 x64 bit installer tries to install in $PROGRAMFILES,Yang
Bug,upgrading,Auto-trigger,646,autoupdate broken,Yang
Bug,upgrading,Upgrade Manually,494,Misspelling in Dialog,Yang
Enhancement,upgrading,Upgrading ,5550,Proxy Settings with authentification (Username and Password),Chang
Enhancement,upgrading,Upgrading ,5012,notepad ++ update window icon missing,Chang
Enhancement,upgrading,Upgrading ,2120,Add user and password on Proxy Settings,Chang
Enhancement,upgrading,Upgrading ,1624,"Usability Improvement via ""Express Update""",Chang
Enhancement,upgrading,Upgrading ,1380,Support for Proxy PAC,Chang
Bug,user-defined-language-system,UDL Configuration Tabs,7930,Fix UDL folding breaking with delimiters,Yang
Bug,user-defined-language-system,UDL Configuration Tabs,3372,Fix folding in user-defined languages for non-windows line endings,Yang
Bug,user-defined-language-system,UDL Configuration Tabs,2873,UDL folding issues with CR or LF only,Yang
Bug,user-defined-language-system,UDL Configuration Tabs,698,Multiline replace,Yang
Enhancement,user-defined-language-system,User Defined Language ,677,UDL support for number-containing keywords inside delimiters,Chang
Enhancement,user-defined-language-system,user-defined-language-system ,6128,BaanC Add keyword lists and respective langs & styler xml tags.,Chang
Enhancement,user-defined-language-system,user-defined-language-system ,5458,Fixed issue and allow some more characters in UDL name,Chang
Enhancement,user-defined-language-system,user-defined-language-system ,612,User-Defined Language  review comment line,Chang
Enhancement,user-defined-language-system,user-defined-language-system ,7540,Resolve #5404 - Add a Languages submenu item to open UDL folder.,Chang
Enhancement,user-defined-language-system,user-defined-language-system ,5404,[Request]: Open UDL Language(s) Folder...,Chang
