Labels,Document Files,Section,Issue Number,Title,Contributor
Bug,Preferences,,2212,Unexpected Color Scheme Change,Eun
Bug,Preferences,,2144,PHP autocomplete directory have to get scanned every time I launch Komodo,Eun
Bug,Working With Files,,2111,Missing icon for browser preview and image,Eun
Bug,Editor ,,2080,Jumpy Minimap scrolling,Eun
Bug,Support & Feedback,,1878,Perl unit testing doesn't support TAP::Harness and Test::More and doesn't perform multiple tests. ,Eun
Bug,Editor Hyperlinks,,1876,Hyperlink works once again after closing the color picker,Eun
Bug,Extensions ,,1809,JavaScript Template Literals: remaning code loses highlighting,Eun
Bug,The Komodo Workspace,,1769,Workspace error when shutting down Komodo,Eun
Bug,Commando (Go To Anything),,1752,View in Browser - in a Komodo Tab' lets disappear left Toolbar ,Eun
Bug,Editor ,,1747,Can't change file encoding using the file status bar,Eun
Bug,Syntax Checker,,1646,Django syntax checking doesn't work ,Eun
Bug,Preferences,,1651,Don't ask to recover workspace when first starting KX,Eun
Bug,Syntax Checker,,1647,Less Linter fails on certain files ,Eun
Bug,Find & Replace,,1593,Spellcheck somtimes inserting at wrong place instead of replacing it,Eun
Bug,Editor ,,1603,In browser preview screen the refresh icon is not visible ,Eun
Bug,Editor ,,1563,"toolbar button for ""Jump to next syntax checking result"" problem ",Eun
Bug,Preferences,,1541,Python console can't seem to handle ascii chars,Eun
Bug,Editor ,,1529,Minimap gets squashed on OSX ,Eun
Bug,Editor ,,1485,"Show Editor tabs is always ""checked""",Eun
Bug,Toolbox,,1482,Side Toolbar doesn't stay hidden after restart,Eun
Bug,Ruby,,1453,Ruby fails with CLI app debugging,Eun
Bug,Preferences,,1407,Prefs: Environment: New variable dialog is too short OSX ,Eun
Bug,Cordova,,1402,Cordova: Run Android actually Runs ios ,Eun
Bug,Cordova,,1405,Cordova: Run Command: Seems to run in stripped down environment,Eun
Bug,Editor ,,1410,Ruby syntax coloring: dots in numeric range miscolored,Eun
Bug,Macros,,1397,Preferences window prevents Komodo from Closing,Eun
Bug,Editor ,,1378,Markdown preview: can't move to other split,Eun
Bug,Regex Tool,,1284,RxToolkit: Selecting Ruby Causes Mayhem ,Eun
Bug,Editor ,,1304,Scrollbar shows when minimap is enabled,Eun
Bug,Debugger,,1264,Debugger: Start/Find/Hide Default Interactive Shell command (F12) is confusing,Eun
Bug,Preferences,,1257,New UI: Prefs > Environment Does Not Show Environment Variables,Eun
Bug,PHP,,1233,PHP Remote debugging: many reports of Komodo crashing while debugging,Eun
Bug,Editor ,,1235,Color Scheme Editor: Changing something in default schemes produces a buggy prompt dialogue ,Eun
Bug,Google Chrome,,1224,chrome remote debugger opens wrong pref window,Eun
Bug,Source Code Control (VCS),,1214,SCC Revert doesn't reload file,Eun
Bug,Sections List,,1171,Section list wrongfully thinks it's inside functions,Eun
Bug,Syntax Checker,,1175,relative imports/includes fail when linting,Eun
Bug,Syntax Checker,,1177,Cannot disable syntax checking for individual file.,Eun
Bug,Tutorials,,1103,Tutorial: name doesn't save,Eun
Bug,Editor ,,1110,Quick Bookmark bad behavior,Eun
Bug,Tutorials,,1084,Code Outline doesn't properly support Perl private functions,Eun
Bug,Code Intelligence,,1047,PHP7: Auto-complete for anonymous classes ,Eun
Bug,Extensions,,983,Creating a Komodo language extension fails when name has more than one space ,Eun
Bug,Syntax Checker,,944,HTML5 Syntax Checking doesn't work on some html5 elements,Eun
Bug,Working With Files,,841,OpenFiles: Sort tabs cannot be toggled,Eun
Bug,Commando (Go To Anything),,834,Commando: Non-recursive searches no longer work ,Eun
Bug,Perl,,738,Display Warning When Trying to Locally Debug Remote Files (It Tries to Open Them Instead and Errors),Eun
Bug,Preferences,,666,Elastic tabstops throwing errors on startup,Eun
Bug,Working With Files,,598,"""Create Komodo Language"" does not properly generate code-intel stub?",Eun
Bug,Find & Replace,,443,Malformed Rx in Find/Replace gives improper feedback?Ty,Eun
Bug,Perl,,309,Fix perl debugger bits skipping files with DB in name,Eun
Bug,Refactoring,,242,Refactoring: Rename Class Member: Replace With field is missing,Eun
Bug,Editor ,,206,"Shortcut for ""Make Lowercase"" does something else in Komodo 9.0.1",Eun
Bug,Working With Files,,193,Context Menu opens on other monitor ,Eun
Bug,Editor ,,141,Track Changes: Move to Previous Change doesn't work,Eun
Bug,Editor ,,3629,Minimap bug scrolling with big array,Eun
Bug,Code Intelligence,,3606,Symbol browser not detecting variables,Eun
Bug,Preferences,,3604,go to definition hyperlink pref needs to be removed,Eun
Bug,Run Commands,,3588,"""Show parsed output as a list"" in Command settings not working",Eun
Bug,Tutorials,,3562,go to definition does not work for some Perl variables,Eun
Bug,Refactoring,,3556,Refactoring variables fails outright,Eun
Bug,Find & Replace,,3513,Publishing no longer works,Eun
Bug,Debugger,,3496,python3 debugger does some weird HTML encoding,Eun
Bug,Code Intelligence,,3472,Perl auto-completion and code intel does not work when loading the FindBin module and importing $Bin and/or $Script.,Eun
Bug,Editor ,,3428,Komodo Edit: Dialog box gets wider and wider ,Eun
Bug,Editor ,,3255,Track Changes requires two clicks on OSX,Eun
Bug,Editor ,,3267,Track Changes won't work with koappinfo.py,Eun
Bug,Code Intelligence,,3208,Symbol browser show contrast between symbols in comments,Eun
Bug,Commando (Go To Anything),,3151,Clear Cache not working in commando,Eun
Bug,Extensions ,,3131,Python interactive shell syntax highlighting issues,Eun
Bug,Debugger,,3670,Debuger Initialization error with tcl project on Linux Mint 18.3 Sylvia ,Eun
Bug,Perl,,3035,Perl debugging: watched/local variables do not appear/update immediately,Eun
Bug,Toolbox,,2994,"Toolbox: Don't trigger ""open in komodo"" dialog if dragging and dropping an existing tool ",Eun
Bug,Preferences,,2946,Pref window is not closing on clicking OK,Eun
Bug,Code Intelligence,,2727,Symbol Browser: Locate Scope not working,Eun
Bug,Regex Tool,,2338,JS Regex Editor doesn't support `/m` flag properly,Eun
Bug,Run Commands,,3583,toolbox rx fail on replace,Eun
Bug,Preferences,,2427,"Color Scheme Editor doesn't display foreground / backgorund settings when it loads with ""Editor"" selected ",Eun
Bug,Extensions ,,3534,Spell checks strings even if disabled,Eun
Bug,Extensions ,,3247,JSX Syntax Checking Doesn't Work,Eun
Bug,Custom Toolbars & Menu¡¯s,,3287,IDE11 SOME toolbar customizations don't stick ,Eun
Bug,Preferences,,1944,Syntax checking indicates error on 'info class instances' command,Eun
Bug,Regex Tool,,2491,Help is broken for 'Ruby on Rails' Tutorial and 'Regular expression',Eun
Bug,Code Intelligence,,3052,No symbols are shown with legacy parser,Eun
Bug,Perl,,1514,Go to Definition does not work with double-sigil deref in Perl,Eun
Bug,Toolbox,,506,Toolbox items disappear after running a toolbox command ,Eun
Bug,Toolbox,,491,komodo edit undo disabled,Eun
Bug,Refactoring,,2017,refactoring: extracted function and placed it between func definition and implementation block ,Eun
Bug,Toolbox,,2465,Toolbox: Userscript error reporting needs to be better,Eun
Bug,Refactoring,,3549,getNextScope is returning non-scope symbols,Eun
Bug,Toolbox,,1911,Menu and Toolbar toolbox items have icon that overlap they're dropdown arrow,Eun
Bug,Refactoring,,3288,Refactoring not working in certain contexts,Eun
Bug,Debugger,,2669,Debug Option Not Activating Correctly,Eun
Bug,Interactive shell,,2633,Debugger trying to set breakpoints when opening interactive shell,Eun
Bug,Node.js,,2635,Projects default to Node.JS as the debugger language. ,Eun
Bug,Tcl,,2426,Tcl debugger outputs `appLaunch.tcl` stack information on exceptions ,Eun
Bug,Python,,2263,Python debugger messes with class properties ,Eun
Bug,Interactive shell,,3143,Interactive shell very often will open but not full initialize,Eun
Bug,Interactive shell,,2619,Error is thrown while switching to python interactive shell,Eun
Bug,Macros,,2131,Macro toolbar items hide when the panel toggle toolbar items are hidden,Eun
Bug,Working With Files,,409,"Closing without saving dirty project files causes two ""save your files"" prompts ",Eun
Bug,Macros,,407,Renaming an open macro allows the macro to be open in two unsync'ed editors ,Eun
Bug,Run Code In-line,,948,Run Inline: Doesn't support abbreviated PHP tags,Eun
Bug,Run Code In-line,,882,PHP run-inline tries to load xdebug and fails,Eun
Bug,Unit testing,,3625,Komodo IDE - Unit-testing widget  click edit/pencil button blows away custom command field,Eun
Bug,Unit testing,,3623,Use interpolation string instead of hardcoded binary names in default unit testing commands ,Eun
Bug,Unit testing,,319,Fix Perl Unit test integration,Eun
Bug,History,,1358,scc History dialog too small for content,Eun
Bug,Source Code Control (VCS),,2164,SCC: Open file context: Menu items are disabled,Eun
Bug,History,,985,History: Browser preview / markdown preview are added to file open history when closed,Eun
Bug,Ruby,,2681,Incorrect break behaviour during remote debugging of ruby script,Eun
Bug,Tutorials,,1429,Rails tools are broken,Eun
Bug,Refactoring,,3548,Refactoring is very unreliable?,Eun
Bug,Refactoring,,3541,Refactoring: Rename variable isn't working,Eun
Bug,Build Tools,,94,Toolbar buttons toggle/save/persist inconsistently,Eun
Bug,Commando (Go To Anything),,80,Go To Anything menu item check state is backwards,Eun
Bug,Interactive shell,,1396,Ruby Interactive Shell don't show output,Eun
Bug,Interactive shell,,1537,Interactive Shell: OSX: Input appears below window edge under output ,Eun
Bug,Debugger,,3580,Dialogs are still failing to load content,Park
Bug,Code Intelligence,,3564,11.1 Symbol Browser dead,Park
